"country_iso3","year","registrations"
"RUABU",1997,NA
"RUS",1997,NA
"RWA",1997,4
"SAU",1997,30
"SDN",1997,26
"SEN",1997,43
"SGP",1997,40
"SLB",1997,0
"SLE",1997,5
"SLV",1997,13
"SMR",1997,1
"SOM",1997,0
"SRB",1997,NA
"SSD",1997,NA
"SUHH",1997,NA
"SVK",1997,82
"SVN",1997,37
"SWE",1997,924
"SWZ",1997,0
"SYC",1997,0
"SYR",1997,86
"TCA",1997,0
"TCD",1997,4
"TGO",1997,27
"THA",1997,164
"TJK",1997,NA
"TKM",1997,NA
"TON",1997,0
"TTO",1997,3
"TUN",1997,46
"TUR",1997,801
"TWN",1997,275
"TZA",1997,10
"UGA",1997,18
"UKR",1997,NA
"URY",1997,23
"USA",1997,1671
"UZB",1997,NA
"VAT",1997,0
"VCT",1997,0
"VEN",1997,46
"VGB",1997,0
"VNM",1997,87
"WSM",1997,0
"YDYE",1997,NA
"YEM",1997,21
"YUCS",1997,NA
"ZAF",1997,26
"ZMB",1997,2
"ZWE",1997,8
"AFG",1998,6
"AGO",1998,12
"ALB",1998,29
"AND",1998,1
"ANHH",1998,1
"ARE",1998,63
"ARG",1998,175
"ARM",1998,20
"ATG",1998,0
"AUS",1998,163
"AUT",1998,4
"AZE",1998,25
"BDI",1998,3
"BEL",1998,140
"BEN",1998,15
"BFA",1998,63
"BGD",1998,32
"BGR",1998,76
"BHR",1998,6
"BHS",1998,1
"BIH",1998,30
"BLR",1998,59
"BLZ",1998,0
"BMU",1998,0
"BOL",1998,40
"BRA",1998,729
"BRB",1998,0
"BRN",1998,0
"BTN",1998,12
"BWA",1998,8
"CAF",1998,0
"CAN",1998,179
"CHE",1998,630
"CHL",1998,86
"CHN",1998,384
"CIV",1998,16
"CMR",1998,57
"COD",1998,14
"COG",1998,2
"COL",1998,116
"COM",1998,1
"CONGO",1998,0
"CPV",1998,3
"CRI",1998,46
"CSHH",1998,NA
"CSXX",1998,84
"CUB",1998,28
"CYP",1998,45
"CZE",1998,141
"DDDE",1998,NA
"DEU",1998,357
"DJI",1998,0
"DMA",1998,1
"DNK",1998,191
"DOM",1998,9
"DZA",1998,21
"ECU",1998,17
"EGY",1998,205
"ERI",1998,4
"ESP",1998,1360
"EST",1998,24
"ETH",1998,116
"FIN",1998,177
"FJI",1998,0
"FRA",1998,1023
"GAB",1998,2
"GBR",1998,732
"GEO",1998,30
"GHA",1998,17
"GIN",1998,21
"GMB",1998,16
"GNB",1998,4
"GNQ",1998,0
"GRC",1998,553
"GRD",1998,0
"GTM",1998,53
"GUAYA",1998,0
"GUM",1998,0
"COMIS",1998,NA
"HKG",1998,38
"HND",1998,8
"HRV",1998,124
"HTI",1998,8
"HUN",1998,309
"IDN",1998,244
"IND",1998,198
"IRL",1998,115
"IRN",1998,52
"IRQ",1998,56
"ISL",1998,26
"ISPAL",1998,87
"ISR",1998,0
"ITA",1998,1910
"JAM",1998,10
"JOR",1998,22
"JPN",1998,2393
"KAZ",1998,51
"KEN",1998,33
"KGZ",1998,19
"KHM",1998,6
"KNA",1998,0
"KOR",1998,419
"KWT",1998,4
"LAO",1998,20
"LBN",1998,25
"LBR",1998,0
"LBY",1998,87
"LCA",1998,1
"LIE",1998,1
"LKA",1998,28
"LSO",1998,4
"LTU",1998,47
"LUX",1998,9
"LVA",1998,38
"MAC",1998,0
"MAR",1998,34
"MCO",1998,0
"MDA",1998,34
"MDG",1998,23
"MDV",1998,0
"MEX",1998,364
"MKD",1998,28
"MLI",1998,25
"MLT",1998,10
"MMR",1998,21
"MNE",1998,NA
"MNG",1998,69
"MOZ",1998,1
"MRT",1998,0
"MSR",1998,6
"MTQ",1998,0
"MUS",1998,5
"MWI",1998,4
"MYS",1998,37
"NAM",1998,2
"NER",1998,16
"NGA",1998,50
"NIC",1998,1
"NLD",1998,113
"NONAT",1998,5
"NOR",1998,200
"NPL",1998,20
"NZL",1998,42
"OMN",1998,2
"PAK",1998,32
"PAN",1998,12
"PER",1998,48
"PHL",1998,49
"PNG",1998,0
"POL",1998,467
"PRI",1998,2
"PRK",1998,0
"PRT",1998,123
"PRY",1998,18
"PSE",1998,NA
"QAT",1998,27
"ROU",1998,85
"RUABU",1998,NA
"RUS",1998,1039
"RWA",1998,10
"SAU",1998,37
"SDN",1998,48
"SEN",1998,30
"SGP",1998,22
"SLB",1998,0
"SLE",1998,3
"SLV",1998,24
"SMR",1998,20
"SOM",1998,0
"SRB",1998,NA
"SSD",1998,NA
"SUHH",1998,NA
"SVK",1998,82
"SVN",1998,51
"SWE",1998,731
"SWZ",1998,1
"SYC",1998,0
"SYR",1998,69
"TCA",1998,0
"TCD",1998,1
"TGO",1998,12
"THA",1998,155
"TJK",1998,5
"TKM",1998,21
"TON",1998,0
"TTO",1998,1
"TUN",1998,111
"TUR",1998,834
"TWN",1998,213
"TZA",1998,27
"UGA",1998,24
"UKR",1998,515
"URY",1998,15
"USA",1998,1764
"UZB",1998,55
"VAT",1998,0
"VCT",1998,0
"VEN",1998,103
"VGB",1998,0
"VNM",1998,118
"WSM",1998,0
"YDYE",1998,NA
"YEM",1998,42
"YUCS",1998,NA
"ZAF",1998,32
"ZMB",1998,1
"ZWE",1998,1
"AFG",1999,11
"AGO",1999,9
"ALB",1999,28
"AND",1999,2
"ANHH",1999,0
"ARE",1999,38
"ARG",1999,173
"ARM",1999,14
"ATG",1999,0
"AUS",1999,182
"AUT",1999,3
"AZE",1999,36
"BDI",1999,3
"BEL",1999,135
"BEN",1999,29
"BFA",1999,19
"BGD",1999,35
"BGR",1999,82
"BHR",1999,2
"BHS",1999,1
"BIH",1999,36
"BLR",1999,59
"BLZ",1999,0
"BMU",1999,0
"BOL",1999,40
"BRA",1999,588
"BRB",1999,1
"BRN",1999,0
"BTN",1999,4
"BWA",1999,0
"CAF",1999,0
"CAN",1999,189
"CHE",1999,606
"CHL",1999,82
"CHN",1999,505
"CIV",1999,32
"CMR",1999,70
"COD",1999,7
"COG",1999,5
"COL",1999,98
"COM",1999,4
"CONGO",1999,0
"CPV",1999,0
"CRI",1999,28
"CSHH",1999,NA
"CSXX",1999,69
"CUB",1999,32
"CYP",1999,44
"CZE",1999,148
"DDDE",1999,NA
"DEU",1999,278
"DJI",1999,0
"DMA",1999,0
"DNK",1999,125
"DOM",1999,14
"DZA",1999,25
"ECU",1999,19
"EGY",1999,275
"ERI",1999,15
"ESP",1999,1386
"EST",1999,27
"ETH",1999,91
"FIN",1999,128
"FJI",1999,0
"FRA",1999,965
"GAB",1999,1
"GBR",1999,635
"GEO",1999,29
"GHA",1999,20
"GIN",1999,16
"GMB",1999,16
"GNB",1999,0
"GNQ",1999,0
"GRC",1999,511
"GRD",1999,0
"GTM",1999,25
"GUAYA",1999,0
"GUM",1999,0
"COMIS",1999,NA
"HKG",1999,32
"HND",1999,2
"HRV",1999,91
"HTI",1999,1
"HUN",1999,259
"IDN",1999,221
"IND",1999,166
"IRL",1999,97
"IRN",1999,68
"IRQ",1999,51
"ISL",1999,30
"ISPAL",1999,NA
"ISR",1999,82
"ITA",1999,1864
"JAM",1999,6
"JOR",1999,30
"JPN",1999,2201
"KAZ",1999,38
"KEN",1999,45
"KGZ",1999,23
"KHM",1999,0
"KNA",1999,0
"KOR",1999,456
"KWT",1999,6
"LAO",1999,1
"LBN",1999,30
"LBR",1999,2
"LBY",1999,89
"LCA",1999,0
"LIE",1999,0
"LKA",1999,10
"LSO",1999,13
"LTU",1999,42
"LUX",1999,4
"LVA",1999,39
"MAC",1999,0
"MAR",1999,46
"MCO",1999,1
"MDA",1999,25
"MDG",1999,46
"MDV",1999,0
"MEX",1999,388
"MKD",1999,32
"MLI",1999,24
"MLT",1999,4
"MMR",1999,13
"MNE",1999,NA
"MNG",1999,29
"MOZ",1999,2
"MRT",1999,3
"MSR",1999,2
"MTQ",1999,2
"MUS",1999,9
"MWI",1999,7
"MYS",1999,30
"NAM",1999,4
"NER",1999,29
"NGA",1999,62
"NIC",1999,6
"NLD",1999,75
"NONAT",1999,11
"NOR",1999,168
"NPL",1999,32
"NZL",1999,43
"OMN",1999,4
"PAK",1999,40
"PAN",1999,4
"PER",1999,65
"PHL",1999,50
"PNG",1999,0
"POL",1999,442
"PRI",1999,2
"PRK",1999,0
"PRT",1999,119
"PRY",1999,22
"PSE",1999,37
"QAT",1999,8
"ROU",1999,110
"RUABU",1999,NA
"RUS",1999,1000
"RWA",1999,1
"SAU",1999,45
"SDN",1999,30
"SEN",1999,20
"SGP",1999,55
"SLB",1999,0
"SLE",1999,6
"SLV",1999,12
"SMR",1999,1
"SOM",1999,0
"SRB",1999,NA
"SSD",1999,NA
"SUHH",1999,NA
"SVK",1999,66
"SVN",1999,69
"SWE",1999,553
"SWZ",1999,0
"SYC",1999,0
"SYR",1999,73
"TCA",1999,0
"TCD",1999,8
"TGO",1999,23
"THA",1999,166
"TJK",1999,5
"TKM",1999,38
"TON",1999,0
"TTO",1999,3
"TUN",1999,94
"TUR",1999,714
"TWN",1999,223
"TZA",1999,38
"UGA",1999,26
"UKR",1999,578
"URY",1999,9
"USA",1999,1900
"UZB",1999,34
"VAT",1999,2
"VCT",1999,0
"VEN",1999,181
"VGB",1999,0
"VNM",1999,98
"WSM",1999,1
"YDYE",1999,NA
"YEM",1999,62
"YUCS",1999,NA
"ZAF",1999,35
"ZMB",1999,6
"ZWE",1999,4
"AFG",2000,0
"AGO",2000,4
"ALB",2000,18
"AND",2000,4
"ANHH",2000,0
"ARE",2000,41
"ARG",2000,180
"ARM",2000,10
"ATG",2000,0
"AUS",2000,179
"AUT",2000,5
"AZE",2000,63
"BDI",2000,2
"BEL",2000,118
"BEN",2000,26
"BFA",2000,24
"BGD",2000,14
"BGR",2000,95
"BHR",2000,3
"BHS",2000,1
"BIH",2000,22
"BLR",2000,68
"BLZ",2000,0
"BMU",2000,0
"BOL",2000,31
"BRA",2000,667
"BRB",2000,2
"BRN",2000,0
"BTN",2000,1
"BWA",2000,0
"CAF",2000,0
"CAN",2000,194
"CHE",2000,588
"CHL",2000,91
"CHN",2000,662
"CIV",2000,35
"CMR",2000,39
"COD",2000,1
"COG",2000,12
"COL",2000,123
"COM",2000,1
"CONGO",2000,0
"CPV",2000,0
"CRI",2000,26
"CSHH",2000,NA
"CSXX",2000,87
"CUB",2000,27
"CYP",2000,57
"CZE",2000,115
"DDDE",2000,NA
"DEU",2000,281
"DJI",2000,0
"DMA",2000,0
"DNK",2000,112
"DOM",2000,10
"DZA",2000,22
"ECU",2000,23
"EGY",2000,278
"ERI",2000,11
"ESP",2000,1556
"EST",2000,28
"ETH",2000,75
"FIN",2000,112
"FJI",2000,0
"FRA",2000,872
"GAB",2000,0
"GBR",2000,684
"GEO",2000,26
"GHA",2000,12
"GIN",2000,3
"GMB",2000,1
"GNB",2000,0
"GNQ",2000,0
"GRC",2000,401
"GRD",2000,0
"GTM",2000,24
"GUAYA",2000,0
"GUM",2000,0
"COMIS",2000,NA
"HKG",2000,31
"HND",2000,1
"HRV",2000,84
"HTI",2000,9
"HUN",2000,245
"IDN",2000,219
"IND",2000,176
"IRL",2000,86
"IRN",2000,85
"IRQ",2000,30
"ISL",2000,34
"ISPAL",2000,NA
"ISR",2000,101
"ITA",2000,1793
"JAM",2000,4
"JOR",2000,27
"JPN",2000,2157
"KAZ",2000,58
"KEN",2000,59
"KGZ",2000,18
"KHM",2000,14
"KNA",2000,0
"KOR",2000,672
"KWT",2000,8
"LAO",2000,0
"LBN",2000,30
"LBR",2000,6
"LBY",2000,196
"LCA",2000,0
"LIE",2000,1
"LKA",2000,19
"LSO",2000,3
"LTU",2000,55
"LUX",2000,4
"LVA",2000,40
"MAC",2000,0
"MAR",2000,59
"MCO",2000,1
"MDA",2000,20
"MDG",2000,15
"MDV",2000,2
"MEX",2000,477
"MKD",2000,31
"MLI",2000,27
"MLT",2000,6
"MMR",2000,27
"MNE",2000,NA
"MNG",2000,28
"MOZ",2000,1
"MRT",2000,3
"MSR",2000,2
"MTQ",2000,0
"MUS",2000,5
"MWI",2000,5
"MYS",2000,47
"NAM",2000,5
"NER",2000,10
"NGA",2000,50
"NIC",2000,12
"NLD",2000,88
"NONAT",2000,4
"NOR",2000,181
"NPL",2000,25
"NZL",2000,51
"OMN",2000,16
"PAK",2000,23
"PAN",2000,8
"PER",2000,50
"PHL",2000,50
"PNG",2000,0
"POL",2000,441
"PRI",2000,2
"PRK",2000,0
"PRT",2000,129
"PRY",2000,8
"PSE",2000,33
"QAT",2000,6
"ROU",2000,115
"RUABU",2000,NA
"RUS",2000,1130
"RWA",2000,9
"SAU",2000,20
"SDN",2000,27
"SEN",2000,9
"SGP",2000,74
"SLB",2000,0
"SLE",2000,2
"SLV",2000,6
"SMR",2000,26
"SOM",2000,0
"SRB",2000,NA
"SSD",2000,NA
"SUHH",2000,NA
"SVK",2000,67
"SVN",2000,44
"SWE",2000,504
"SWZ",2000,0
"SYC",2000,0
"SYR",2000,76
"TCA",2000,0
"TCD",2000,7
"TGO",2000,18
"THA",2000,182
"TJK",2000,2
"TKM",2000,11
"TON",2000,0
"TTO",2000,2
"TUN",2000,80
"TUR",2000,676
"TWN",2000,296
"TZA",2000,22
"UGA",2000,37
"UKR",2000,620
"URY",2000,11
"USA",2000,2138
"UZB",2000,65
"VAT",2000,0
"VCT",2000,0
"VEN",2000,147
"VGB",2000,0
"VNM",2000,87
"WSM",2000,1
"YDYE",2000,NA
"YEM",2000,24
"YUCS",2000,NA
"ZAF",2000,34
"ZMB",2000,9
"ZWE",2000,9
"AFG",2001,10
"AGO",2001,4
"ALB",2001,32
"AND",2001,0
"ANHH",2001,0
"ARE",2001,49
"ARG",2001,136
"ARM",2001,21
"ATG",2001,0
"AUS",2001,199
"AUT",2001,8
"AZE",2001,46
"BDI",2001,0
"BEL",2001,111
"BEN",2001,14
"BFA",2001,11
"BGD",2001,29
"BGR",2001,162
"BHR",2001,0
"BHS",2001,2
"BIH",2001,27
"BLR",2001,88
"BLZ",2001,1
"BMU",2001,0
"BOL",2001,32
"BRA",2001,653
"BRB",2001,0
"BRN",2001,0
"BTN",2001,0
"BWA",2001,0
"CAF",2001,0
"CAN",2001,259
"CHE",2001,552
"CHL",2001,72
"CHN",2001,1203
"CIV",2001,6
"CMR",2001,38
"COD",2001,1
"COG",2001,19
"COL",2001,168
"COM",2001,0
"CONGO",2001,0
"CPV",2001,0
"CRI",2001,36
"CSHH",2001,NA
"CSXX",2001,101
"CUB",2001,61
"CYP",2001,53
"CZE",2001,140
"DDDE",2001,NA
"DEU",2001,294
"DJI",2001,0
"DMA",2001,0
"DNK",2001,136
"DOM",2001,16
"DZA",2001,21
"ECU",2001,37
"EGY",2001,264
"ERI",2001,1
"ESP",2001,1499
"EST",2001,27
"ETH",2001,58
"FIN",2001,132
"FJI",2001,0
"FRA",2001,908
"GAB",2001,0
"GBR",2001,723
"GEO",2001,40
"GHA",2001,28
"GIN",2001,0
"GMB",2001,1
"GNB",2001,0
"GNQ",2001,0
"GRC",2001,386
"GRD",2001,0
"GTM",2001,14
"GUAYA",2001,0
"GUM",2001,0
"COMIS",2001,NA
"HKG",2001,53
"HND",2001,9
"HRV",2001,102
"HTI",2001,2
"HUN",2001,253
"IDN",2001,184
"IND",2001,215
"IRL",2001,114
"IRN",2001,136
"IRQ",2001,16
"ISL",2001,21
"ISPAL",2001,NA
"ISR",2001,133
"ITA",2001,1652
"JAM",2001,0
"JOR",2001,35
"JPN",2001,2378
"KAZ",2001,76
"KEN",2001,39
"KGZ",2001,15
"KHM",2001,4
"KNA",2001,0
"KOR",2001,699
"KWT",2001,0
"LAO",2001,0
"LBN",2001,31
"LBR",2001,0
"LBY",2001,487
"LCA",2001,0
"LIE",2001,1
"LKA",2001,19
"LSO",2001,1
"LTU",2001,47
"LUX",2001,3
"LVA",2001,48
"MAC",2001,0
"MAR",2001,74
"MCO",2001,1
"MDA",2001,35
"MDG",2001,7
"MDV",2001,0
"MEX",2001,586
"MKD",2001,66
"MLI",2001,10
"MLT",2001,4
"MMR",2001,21
"MNE",2001,NA
"MNG",2001,24
"MOZ",2001,2
"MRT",2001,1
"MSR",2001,3
"MTQ",2001,1
"MUS",2001,2
"MWI",2001,5
"MYS",2001,26
"NAM",2001,4
"NER",2001,2
"NGA",2001,34
"NIC",2001,6
"NLD",2001,81
"NONAT",2001,2
"NOR",2001,186
"NPL",2001,11
"NZL",2001,46
"OMN",2001,12
"PAK",2001,23
"PAN",2001,4
"PER",2001,60
"PHL",2001,38
"PNG",2001,0
"POL",2001,541
"PRI",2001,2
"PRK",2001,7
"PRT",2001,160
"PRY",2001,3
"PSE",2001,32
"QAT",2001,15
"ROU",2001,139
"RUABU",2001,NA
"RUS",2001,1170
"RWA",2001,12
"SAU",2001,23
"SDN",2001,31
"SEN",2001,4
"SGP",2001,101
"SLB",2001,0
"SLE",2001,2
"SLV",2001,6
"SMR",2001,0
"SOM",2001,0
"SRB",2001,NA
"SSD",2001,NA
"SUHH",2001,NA
"SVK",2001,78
"SVN",2001,36
"SWE",2001,379
"SWZ",2001,0
"SYC",2001,0
"SYR",2001,66
"TCA",2001,0
"TCD",2001,2
"TGO",2001,9
"THA",2001,192
"TJK",2001,5
"TKM",2001,8
"TON",2001,0
"TTO",2001,7
"TUN",2001,94
"TUR",2001,745
"TWN",2001,324
"TZA",2001,10
"UGA",2001,13
"UKR",2001,821
"URY",2001,23
"USA",2001,2422
"UZB",2001,67
"VAT",2001,0
"VCT",2001,0
"VEN",2001,169
"VGB",2001,0
"VNM",2001,93
"WSM",2001,0
"YDYE",2001,NA
"YEM",2001,20
"YUCS",2001,NA
"ZAF",2001,35
"ZMB",2001,3
"ZWE",2001,5
"AFG",2002,9
"AGO",2002,14
"ALB",2002,32
"AND",2002,0
"ANHH",2002,0
"ARE",2002,39
"ARG",2002,128
"ARM",2002,28
"ATG",2002,1
"AUS",2002,196
"AUT",2002,2
"AZE",2002,39
"BDI",2002,0
"BEL",2002,115
"BEN",2002,7
"BFA",2002,9
"BGD",2002,21
"BGR",2002,130
"BHR",2002,0
"BHS",2002,5
"BIH",2002,32
"BLR",2002,100
"BLZ",2002,1
"BMU",2002,0
"BOL",2002,32
"BRA",2002,581
"BRB",2002,2
"BRN",2002,0
"BTN",2002,0
"BWA",2002,1
"CAF",2002,2
"CAN",2002,215
"CHE",2002,587
"CHL",2002,59
"CHN",2002,1635
"CIV",2002,6
"CMR",2002,68
"COD",2002,2
"COG",2002,19
"COL",2002,127
"COM",2002,0
"CONGO",2002,0
"CPV",2002,3
"CRI",2002,32
"CSHH",2002,NA
"CSXX",2002,107
"CUB",2002,43
"CYP",2002,53
"CZE",2002,94
"DDDE",2002,NA
"DEU",2002,519
"DJI",2002,0
"DMA",2002,0
"DNK",2002,100
"DOM",2002,14
"DZA",2002,27
"ECU",2002,50
"EGY",2002,116
"ERI",2002,3
"ESP",2002,1606
"EST",2002,31
"ETH",2002,41
"FIN",2002,86
"FJI",2002,0
"FRA",2002,877
"GAB",2002,1
"GBR",2002,696
"GEO",2002,43
"GHA",2002,18
"GIN",2002,4
"GMB",2002,1
"GNB",2002,0
"GNQ",2002,0
"GRC",2002,405
"GRD",2002,0
"GTM",2002,19
"GUAYA",2002,0
"GUM",2002,0
"COMIS",2002,NA
"HKG",2002,0
"HND",2002,16
"HRV",2002,112
"HTI",2002,1
"HUN",2002,220
"IDN",2002,147
"IND",2002,197
"IRL",2002,127
"IRN",2002,198
"IRQ",2002,14
"ISL",2002,19
"ISPAL",2002,NA
"ISR",2002,148
"ITA",2002,1608
"JAM",2002,6
"JOR",2002,40
"JPN",2002,2182
"KAZ",2002,98
"KEN",2002,38
"KGZ",2002,30
"KHM",2002,2
"KNA",2002,0
"KOR",2002,838
"KWT",2002,10
"LAO",2002,9
"LBN",2002,37
"LBR",2002,1
"LBY",2002,410
"LCA",2002,1
"LIE",2002,2
"LKA",2002,18
"LSO",2002,4
"LTU",2002,68
"LUX",2002,3
"LVA",2002,46
"MAC",2002,0
"MAR",2002,51
"MCO",2002,0
"MDA",2002,56
"MDG",2002,10
"MDV",2002,1
"MEX",2002,657
"MKD",2002,37
"MLI",2002,5
"MLT",2002,3
"MMR",2002,24
"MNE",2002,NA
"MNG",2002,26
"MOZ",2002,1
"MRT",2002,3
"MSR",2002,1
"MTQ",2002,0
"MUS",2002,12
"MWI",2002,2
"MYS",2002,33
"NAM",2002,9
"NER",2002,6
"NGA",2002,42
"NIC",2002,6
"NLD",2002,72
"NONAT",2002,2
"NOR",2002,216
"NPL",2002,14
"NZL",2002,40
"OMN",2002,11
"PAK",2002,18
"PAN",2002,9
"PER",2002,70
"PHL",2002,37
"PNG",2002,2
"POL",2002,557
"PRI",2002,2
"PRK",2002,3
"PRT",2002,134
"PRY",2002,3
"PSE",2002,29
"QAT",2002,10
"ROU",2002,123
"RUABU",2002,NA
"RUS",2002,1159
"RWA",2002,4
"SAU",2002,32
"SDN",2002,18
"SEN",2002,11
"SGP",2002,55
"SLB",2002,0
"SLE",2002,3
"SLV",2002,25
"SMR",2002,0
"SOM",2002,1
"SRB",2002,NA
"SSD",2002,NA
"SUHH",2002,NA
"SVK",2002,86
"SVN",2002,28
"SWE",2002,320
"SWZ",2002,0
"SYC",2002,0
"SYR",2002,67
"TCA",2002,1
"TCD",2002,2
"TGO",2002,6
"THA",2002,183
"TJK",2002,5
"TKM",2002,3
"TON",2002,0
"TTO",2002,2
"TUN",2002,129
"TUR",2002,851
"TWN",2002,367
"TZA",2002,17
"UGA",2002,7
"UKR",2002,763
"URY",2002,8
"USA",2002,2326
"UZB",2002,29
"VAT",2002,0
"VCT",2002,0
"VEN",2002,109
"VGB",2002,1
"VNM",2002,73
"WSM",2002,0
"YDYE",2002,NA
"YEM",2002,2
"YUCS",2002,NA
"ZAF",2002,49
"ZMB",2002,7
"ZWE",2002,0
"AFG",2003,28
"AGO",2003,11
"ALB",2003,16
"AND",2003,1
"ANHH",2003,0
"ARE",2003,35
"ARG",2003,104
"ARM",2003,18
"ATG",2003,0
"AUS",2003,196
"AUT",2003,4
"AZE",2003,61
"BDI",2003,4
"BEL",2003,87
"BEN",2003,11
"BFA",2003,8
"BGD",2003,24
"BGR",2003,124
"BHR",2003,6
"BHS",2003,3
"BIH",2003,29
"BLR",2003,167
"BLZ",2003,0
"BMU",2003,0
"BOL",2003,32
"BRA",2003,438
"BRB",2003,1
"BRN",2003,0
"BTN",2003,0
"BWA",2003,1
"CAF",2003,0
"CAN",2003,194
"CHE",2003,537
"CHL",2003,60
"CHN",2003,1041
"CIV",2003,19
"CMR",2003,75
"COD",2003,1
"COG",2003,8
"COL",2003,81
"COM",2003,0
"CONGO",2003,0
"CPV",2003,2
"CRI",2003,13
"CSHH",2003,NA
"CSXX",2003,85
"CUB",2003,22
"CYP",2003,48
"CZE",2003,90
"DDDE",2003,NA
"DEU",2003,408
"DJI",2003,0
"DMA",2003,0
"DNK",2003,93
"DOM",2003,33
"DZA",2003,21
"ECU",2003,39
"EGY",2003,82
"ERI",2003,0
"ESP",2003,1289
"EST",2003,33
"ETH",2003,21
"FIN",2003,83
"FJI",2003,0
"FRA",2003,854
"GAB",2003,0
"GBR",2003,582
"GEO",2003,86
"GHA",2003,7
"GIN",2003,2
"GMB",2003,0
"GNB",2003,0
"GNQ",2003,0
"GRC",2003,354
"GRD",2003,0
"GTM",2003,32
"GUAYA",2003,0
"GUM",2003,0
"COMIS",2003,NA
"HKG",2003,0
"HND",2003,13
"HRV",2003,138
"HTI",2003,0
"HUN",2003,221
"IDN",2003,124
"IND",2003,165
"IRL",2003,122
"IRN",2003,143
"IRQ",2003,15
"ISL",2003,19
"ISPAL",2003,NA
"ISR",2003,109
"ITA",2003,1366
"JAM",2003,5
"JOR",2003,34
"JPN",2003,1768
"KAZ",2003,67
"KEN",2003,35
"KGZ",2003,6
"KHM",2003,1
"KNA",2003,0
"KOR",2003,769
"KWT",2003,12
"LAO",2003,1
"LBN",2003,18
"LBR",2003,0
"LBY",2003,273
"LCA",2003,39
"LIE",2003,0
"LKA",2003,12
"LSO",2003,0
"LTU",2003,59
"LUX",2003,1
"LVA",2003,57
"MAC",2003,0
"MAR",2003,64
"MCO",2003,1
"MDA",2003,32
"MDG",2003,8
"MDV",2003,0
"MEX",2003,484
"MKD",2003,30
"MLI",2003,1
"MLT",2003,2
"MMR",2003,26
"MNE",2003,NA
"MNG",2003,16
"MOZ",2003,0
"MRT",2003,1
"MSR",2003,2
"MTQ",2003,0
"MUS",2003,3
"MWI",2003,0
"MYS",2003,26
"NAM",2003,3
"NER",2003,0
"NGA",2003,67
"NIC",2003,5
"NLD",2003,85
"NONAT",2003,0
"NOR",2003,194
"NPL",2003,17
"NZL",2003,37
"OMN",2003,17
"PAK",2003,32
"PAN",2003,10
"PER",2003,60
"PHL",2003,34
"PNG",2003,0
"POL",2003,437
"PRI",2003,0
"PRK",2003,4
"PRT",2003,115
"PRY",2003,11
"PSE",2003,30
"QAT",2003,32
"ROU",2003,105
"RUABU",2003,NA
"RUS",2003,1043
"RWA",2003,5
"SAU",2003,47
"SDN",2003,1
"SEN",2003,6
"SGP",2003,88
"SLB",2003,0
"SLE",2003,1
"SLV",2003,10
"SMR",2003,15
"SOM",2003,0
"SRB",2003,NA
"SSD",2003,NA
"SUHH",2003,NA
"SVK",2003,54
"SVN",2003,23
"SWE",2003,233
"SWZ",2003,0
"SYC",2003,0
"SYR",2003,85
"TCA",2003,0
"TCD",2003,2
"TGO",2003,5
"THA",2003,218
"TJK",2003,5
"TKM",2003,5
"TON",2003,0
"TTO",2003,1
"TUN",2003,72
"TUR",2003,765
"TWN",2003,369
"TZA",2003,11
"UGA",2003,1
"UKR",2003,774
"URY",2003,6
"USA",2003,1892
"UZB",2003,60
"VAT",2003,0
"VCT",2003,0
"VEN",2003,96
"VGB",2003,1
"VNM",2003,91
"WSM",2003,0
"YDYE",2003,NA
"YEM",2003,11
"YUCS",2003,NA
"ZAF",2003,15
"ZMB",2003,1
"ZWE",2003,1
"AFG",2004,22
"AGO",2004,3
"ALB",2004,20
"AND",2004,0
"ANHH",2004,0
"ARE",2004,39
"ARG",2004,103
"ARM",2004,7
"ATG",2004,0
"AUS",2004,227
"AUT",2004,8
"AZE",2004,38
"BDI",2004,1
"BEL",2004,110
"BEN",2004,6
"BFA",2004,14
"BGD",2004,30
"BGR",2004,110
"BHR",2004,4
"BHS",2004,0
"BIH",2004,32
"BLR",2004,105
"BLZ",2004,0
"BMU",2004,0
"BOL",2004,15
"BRA",2004,497
"BRB",2004,1
"BRN",2004,1
"BTN",2004,0
"BWA",2004,1
"CAF",2004,0
"CAN",2004,242
"CHE",2004,472
"CHL",2004,50
"CHN",2004,798
"CIV",2004,15
"CMR",2004,82
"COD",2004,1
"COG",2004,24
"COL",2004,101
"COM",2004,0
"CONGO",2004,0
"CPV",2004,0
"CRI",2004,18
"CSHH",2004,NA
"CSXX",2004,98
"CUB",2004,16
"CYP",2004,53
"CZE",2004,99
"DDDE",2004,NA
"DEU",2004,332
"DJI",2004,0
"DMA",2004,0
"DNK",2004,91
"DOM",2004,12
"DZA",2004,31
"ECU",2004,31
"EGY",2004,87
"ERI",2004,0
"ESP",2004,1177
"EST",2004,23
"ETH",2004,21
"FIN",2004,78
"FJI",2004,1
"FRA",2004,910
"GAB",2004,1
"GBR",2004,596
"GEO",2004,45
"GHA",2004,12
"GIN",2004,2
"GMB",2004,1
"GNB",2004,0
"GNQ",2004,0
"GRC",2004,355
"GRD",2004,1
"GTM",2004,21
"GUAYA",2004,1
"GUM",2004,0
"COMIS",2004,NA
"HKG",2004,0
"HND",2004,9
"HRV",2004,85
"HTI",2004,4
"HUN",2004,254
"IDN",2004,91
"IND",2004,149
"IRL",2004,89
